sample_id,prompt,original_text,attacked_text,z_score_original,z_score_attacked,is_watermarked_original,is_watermarked_attacked,num_tokens,generation_time,detection_time_original,detection_time_attacked
177,"Purdue's season has been a little rocky to this point, but Sunday's game against Michigan State coul"," they beat Texas Tech and are coming off a big win over Tennessee on Friday. It'll be up to the defense, along with its new leader, Taulia Tagovailoa, to put Purdue on a short week after a home win.

","they measure Texas Tech and are approaching off a big win over Tennessee on Friday. It'll atomic number 4 up to the defense, along with its new leader, Taulia Tagovailoa, to put Purdue on a short week",6.7552448758970485,5.926974966883572,True,True,120,3.074032783508301,0.0009396076202392578,0.0007576942443847656
178,Can You Guess Which City Is Bigger? Tampa is 170.6 square miles and Orlando is 110.7 square miles. N," square miles. I recently visited both of these cities and was blown away. The population in New York is 7.4 billion. The population in Orlando is 16.6 billion.

Forbes magazine recently released an a",square miles. Single recently visited both of these cities and Washington blown away. The population in New House of york is 7.4 billion. The universe indium Orlando is 16.6 billion. Forbes magazine r,8.033264176742437,6.818181818181818,True,True,120,3.1006786823272705,0.0008149147033691406,0.0007512569427490234
179,Vanderbilt and Middle Tennessee will play their season opener Saturday. Here is how to watch and lis," Here is how to watch and listen to the game. Photo: Tim Campbell, The Tennessean Buy photo Photo: Tim Campbell, The Tennessean Image 1 of / 24 Caption Close Vanderbilt, Middle Tennessee will play the","Here is how to vigil and listen to the game. Photo: Tim Campbell, The Volunteer Buy photo Photo: Tim Campbell, The Tennessean Image 1 of / 24 Caption Close Vanderbilt, Middle Volunteer state will play",4.016632088371218,1.8782971010998233,True,False,120,3.0480642318725586,0.0007910728454589844,0.0007877349853515625
180,Jeb Butler and Tobin were law school classmates at the University of Georgia. Jeb Butler outlined hi,".

There will always be a special place in my heart for the people I spent a short and sweet seven years with. I will miss spending every second with my teammates and competing on the court, but I hav",. There will always glucinium a special home in my kernel for the people I spent group A short and sweet seven geezerhood with. I will miss spending every second with my teammates and competing on the,6.7552448758970485,6.024948132556827,True,True,120,3.041175127029419,0.0008330345153808594,0.0007951259613037109
181,Teen was found safe and sound on Monday. EDITOR'S NOTE: CBC has removed the name and photo from this," will remain anonymous.

Update: The 18-year-old woman described by police as a runaway was located Sunday morning.

The police investigation into a young woman reported missing over the weekend turne",will remain anonymous. Update: The 18-year-old womanhood described by police angstrom a runaway was located Sunday morning. The law investigating into antiophthalmic factor young woman reported missin,6.937819061732104,5.462792808001955,True,True,120,3.075993299484253,0.0009529590606689453,0.0008435249328613281
182,"Gayle, who debuted for Liverpool in 1977, said via Facebook that “unfortunately I had to decline the",. I know that my family are proud of my achievements for my achievements are not important enough for my ancestors but my real family and the history behind me are. I did my best and I am proud that I,. One know that my family are proud of my achievements for my achievements are not important enough for my ancestors but my real number household and the history behind me are. I did my topper and I a,7.850689990907381,7.483857967739688,True,True,120,3.061483860015869,0.0007638931274414062,0.0007119178771972656
183,Prodigy has invested in an online music industry information service called SonicNet. The service wi," 10% shares in the company back on April 30.

The content will be related to content that Prodigy releases, but with a slightly more broad reach, according to a SonicNet official.

Prodigy has investe","10% shares in the company back on April 30. The content volition be related to contentedness that Prodigy releases, but with a slightly Thomas More broad reach, according to a SonicNet official. Prodi",5.477225575051661,4.130921946615823,True,True,120,3.0477101802825928,0.0007503032684326172,0.0006649494171142578
184,"Archives|OFFERS NEW THEORY FOR ALL MEDICINE; Sir James Mackenzie, Just Before Death, Said He Had Hit"," _The Lancet_, August 9, 1886

H.N.

[Transcribers note: The full version that was read for the first time in 1886 was marked by a circle around a key, indicating that it was marked as being a first p","_The Lancet_, Aug 9, 1886 H.N. [Transcribers note: The full moon version that was read for the first time Hoosier State 1886 was marked by a circle around a key, indicating that it was marked a existe",8.215838362577491,6.645396174990672,True,True,120,3.180708408355713,0.0008041858673095703,0.0006966590881347656
185,CHELSEA legend Didier Drogba will play his last game for the club today. The Ivory Coast striker ret," expected to play a full 90 minutes in today's clash with Hull City. He came off just after half an hour against Liverpool in the Premier League on Sunday, and the Blues are believed to be in talks wi","expected to play a full 90 minutes Hoosier State today's clash with Cordell hull City. He came off just after half an hour against Liverpool in the Pm League on Sunday, and the Blues are believed to b",4.016632088371218,1.8593393604027364,True,False,120,3.07614803314209,0.0008249282836914062,0.0008080005645751953
186,Apple’s events are getting predictable. Time for a refresh? Were Apple's iPad sales really as bad as,"

Are Apple products getting worse and worse, in a world where smartphones are getting more and more affordable?

The latest Apple product announcement was that iPad shipments shrank in half in the se","Are Apple merchandise acquiring worse and worse, inch axerophthol world where smartphones are getting more and more affordable? The latest Apple product announcement was that iPad shipments shrank in ",6.937819061732104,5.167050676973538,True,True,120,2.938608407974243,0.0008394718170166016,0.0007679462432861328
187,The Crescenta Valley Community Assn. on Wednesday will meet to discuss a number of development issue," will be removed and chopped down on Almaden Road near Almaden Expressway.

The discussion will start at 4:15 p.m. at Almaden Community Center, 1150 Almaden Road, and will be followed by a Q&A period.","will be removed and chopped down on Almaden Route near Almaden Expressway. The give-and-take volition jump at 4:15 p.m. at Almaden Residential area Center, 1150 Almaden Road, and will atomic number 4 ",6.572670690061993,5.0869365119807695,True,True,120,3.071505069732666,0.0007901191711425781,0.0007648468017578125
188,Bible Lite is an easy to navigate offline Bible Application for Mac. It has got a beautiful design w," your Bible verses on a regular basis. The application supports Hebrew and Greek language. It also allows you to add, add and delete words and paragraphs. Additionally, it allows you to insert a page ","your Bible poetry on a habitue basis. The application supports Israelite and Hellenic language. It also allows you to add, minimal brain dysfunction and delete words and paragraphs. Additionally, it a",6.7552448758970485,5.480077554195743,True,True,120,3.028637170791626,0.0007953643798828125,0.0008339881896972656
189,East Brunswick Buick Pontiac & Gmc Truck is located at the address 1120 State Route 18 in East Bruns," 946-5223 for pricing, hours and directions. East Brunswick Buick Pontiac & Gmc Truck specializes in Used Cars, Trucks, Vans, Suvs, Light Trucks for sale.

The average consumer rating for Buick Pontia","946-5223 for pricing, hours and directions. Orient Braunschweig Buick Pontiac & Gmc Motortruck specializes in Used Cars, Trucks, Vans, Suvs, Light Trucks for sale. The average consumer rating for Buic",3.468909530866052,2.23606797749979,False,False,120,3.133103132247925,0.0008070468902587891,0.0007309913635253906
190,"This year will mark the 40th year of this exhibition. Organized and hosted by the Art League, this j"," across the country.

This year, for the first time, the exhibition will also include works made in conjunction with the National Museum of Women in the Arts in New York, which will display the work c","across the country. This year, for the first time, the exhibition will also include body of work made in conjunction with the Subject Museum of Women in the Graphics in New York, which will video disp",5.477225575051661,4.490132550669373,True,True,120,3.056741714477539,0.0007979869842529297,0.0008397102355957031
191,An all-out strike by state sector teachers in Nigeria has ended after four weeks with a government r," according to a formula calculated based on years in service and years in college. The current system in Nigeria, which is a signatory to the United Nations Framework Convention on Climate Change, awa","according to a formula calculated based on long time in service and years in college. The current organisation atomic number 49 Nigeria, which is a signer to the United Nations Theoretical account Con",6.7552448758970485,5.131156509334681,True,True,120,3.0972824096679688,0.0008928775787353516,0.0008840560913085938
192,Robert Aldrich’s What Ever Happened to Baby Jane? has done more to define later generation’s ideas a," And perhaps that speaks for itself.

RIGHT TO KNOW?

Like Crawford’s famous words, What Ever Happened to Baby Jane was a controversial film. One that had a profound impact on film history, and remain","And perhaps that speaks for itself. RIGHT TO KNOW? Like Crawford’s famous words, What Ever Happened to Baby Jane Evergreen State a controversial film. One that had a profound encroachment on film hist",8.033264176742437,5.199469468957452,True,True,120,3.1207363605499268,0.0008068084716796875,0.000782012939453125
193,Now is the time to build your dream home and hangar at the prestigious Mogollon Airpark (AZ82). This," in, roads and utilities out, and a water and septic system in. The home site has a full complement of features. This will be a great opportunity to build or buy and work on a dream home. Property con","in, roads and public-service corporation out, and a water and septic system in. The home site has ampere full moon complement of features. This will glucinium a great opportunity to build or bargain a",7.850689990907381,5.833630944789017,True,True,120,3.13834285736084,0.0009431838989257812,0.0008175373077392578
194,West Ham manager Manuel Pellegrini has confirmed he hopes to sign Samir Nasri in January and insiste," City, was linked with a return to West Ham and signed on deadline day but failed to pass a medical.

The 31-year-old, also a record £42m signing for Manchester City in 2011, won the Premier League ti","City, was linked with a takings to Westward Gammon and signed on deadline day but failed to go a medical. The 31-year-old, also a record £42m sign language for Manchester City atomic number 49 2011, w",5.8423739467217715,5.028948456749697,True,True,120,3.201312303543091,0.0007982254028320312,0.0007846355438232422
195,Serie A leaders Juventus went 11 points clear today after they escaped with a 2-1 victory over Milan,"

The Rossoneri, who were playing a depleted side, led through Mario Balotelli’s first half effort, but Daniele Rugani scored a consolation for Andrea Pirlo’s men with an 86th minute penalty.

With Ju","The Rossoneri, who were playacting a depleted side, light-emitting diode through Mario Balotelli’s first half effort, but Daniele Rugani scored a consolation for Andrea Pirlo’s homo with an 86th minut",5.11207720338155,3.1299537008542995,True,False,120,3.1744441986083984,0.0008084774017333984,0.0007641315460205078
196,"In 1992, the acquittal of four LAPD officers in the videotaped beating of Rodney King set off one of"," past 22 years, six police officers have been murdered and hundreds have lost limbs. The same men and women now on trial for the police-involved shootings of unarmed black men Philando Castile and Alt","past 22 years, six police officers have been murdered and hundreds have lost limbs. The same Man and women now on trial for the police-involved shootings of unarmed black valet de chambre Philando Cas",7.12039324756716,4.911524908119364,True,True,120,3.0876848697662354,0.0008196830749511719,0.0007607936859130859
197,The art of embedding video into a website is a question brought up by a user over at slashdot and th," in order to create a video that works with a particular browser. So, in order to show a video, in a manner that will play on a web page, it looks like I have to have a video plug in installed. Is the","in order to create adenine television that works with a particular browser. So, in purchase order to display a video, indium axerophthol fashion that volition play on deoxyadenosine monophosphate web ",8.033264176742437,4.733592351663178,True,True,120,3.0186312198638916,0.0009582042694091797,0.0007395744323730469
198,"MONTGOMERY, Ala. (AP) _ D.J. Fluker has quite a tale to share when he talks to young people. The San"," grandparents in South Carolina during his college football career in college. He once was in a serious car accident with his best friend and another man and was once assaulted on a flight.

Now, afte",grandparents in Southward Carolinas during his college football game career in college. Helium once was inch a serious machine accident with his best friend and another gentleman's gentleman and was o,6.207522318391883,4.115966043420212,True,True,120,3.1576080322265625,0.0007903575897216797,0.0007891654968261719
199,"L.B. MARINA SPORTFISHING (Alamitos Bay) – 8 anglers on 1 boat caught 2 sand bass, 7 rockfish, 2 whit"," Pedro) – 4 anglers on 4 boats caught a 3/8 oz. and 4 bass on 7 fish over 27″.
HISTORIC ROUNDUP:
The following catch occurred after a full week off and on from fishing.
FISHERMANSHIP:
Fisherman in Mar",Pedro) – 4 anglers on 4 boats caught vitamin A 3/8 ounce and 4 bass on 7 fish over 27″. HISTORIC ROUNDUP: The following catch occurred after amp full-of-the-moon week off and on from fishing. FISHERMA,7.302967433402215,4.772970773009195,True,True,120,3.4719135761260986,0.0007922649383544922,0.0008013248443603516
